"precinct","g_iphone","year_week","stops","nonwhite","null_stops","arrests","white","nonwhite_null","borough","iphone","force","nonwhite_force","nonwhite_arrest","high_white","high_crime"
123,48,80,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
1,56,28,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,28,0,0,0,0,0,0,"PBMS",0,0,0,0,FALSE,FALSE
6,56,28,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,28,5,4,5,0,0,4,"PBMS",0,2,1,0,FALSE,FALSE
9,56,28,3,3,2,1,0,2,"PBMS",0,1,1,1,TRUE,TRUE
10,56,28,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
13,56,28,5,5,4,1,0,4,"PBMS",0,0,0,1,TRUE,TRUE
14,56,28,5,5,5,0,0,5,"PBMS",0,1,1,0,TRUE,TRUE
17,56,28,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
18,56,28,1,1,1,0,0,1,"PBMS",0,1,1,0,TRUE,TRUE
19,62,28,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,TRUE
20,62,28,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,28,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,28,7,6,6,1,0,5,"PBMN",0,1,1,1,FALSE,FALSE
24,62,28,1,1,1,0,0,1,"PBMN",0,0,0,0,TRUE,FALSE
25,62,28,3,3,2,1,0,2,"PBMN",0,0,0,1,FALSE,FALSE
26,62,28,2,1,1,1,1,0,"PBMN",0,0,0,1,TRUE,FALSE
28,62,28,3,3,2,1,0,2,"PBMN",0,2,2,1,FALSE,FALSE
30,62,28,1,1,0,1,0,0,"PBMN",0,0,0,1,FALSE,FALSE
32,62,28,2,2,2,0,0,2,"PBMN",0,1,1,0,FALSE,FALSE
33,62,28,2,2,2,0,0,2,"PBMN",0,1,1,0,FALSE,FALSE
34,62,28,4,4,3,1,0,3,"PBMN",0,0,0,1,FALSE,FALSE
40,51,28,17,17,13,3,0,13,"PBBX",0,0,0,3,FALSE,TRUE
41,51,28,1,1,1,0,0,1,"PBBX",0,1,1,0,FALSE,FALSE
42,51,28,6,6,5,1,0,5,"PBBX",0,1,1,1,FALSE,FALSE
43,51,28,12,12,7,5,0,7,"PBBX",0,1,1,5,FALSE,TRUE
44,51,28,4,4,4,0,0,4,"PBBX",0,0,0,0,FALSE,TRUE
45,51,28,1,1,1,0,0,1,"PBBX",0,0,0,0,FALSE,FALSE
46,51,28,3,3,2,1,0,2,"PBBX",0,0,0,1,FALSE,TRUE
47,51,28,5,5,4,1,0,4,"PBBX",0,0,0,1,FALSE,TRUE
48,51,28,2,2,2,0,0,2,"PBBX",0,0,0,0,FALSE,TRUE
49,51,28,3,3,3,0,0,3,"PBBX",0,0,0,0,FALSE,FALSE
50,51,28,0,0,0,0,0,0,"PBBX",0,0,0,0,TRUE,FALSE
52,51,28,3,2,2,0,1,2,"PBBX",0,1,1,0,FALSE,TRUE
60,66,28,1,1,0,0,0,0,"PBBS",0,1,1,0,TRUE,FALSE
61,66,28,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,TRUE
62,66,28,3,3,2,1,0,2,"PBBS",0,0,0,1,TRUE,FALSE
63,66,28,5,3,4,1,2,2,"PBBS",0,0,0,1,TRUE,FALSE
66,66,28,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,28,5,5,3,2,0,3,"PBBS",0,1,1,2,FALSE,TRUE
68,66,28,2,1,1,1,1,0,"PBBS",0,0,0,1,TRUE,FALSE
69,66,28,1,1,0,1,0,0,"PBBS",0,1,1,1,FALSE,FALSE
70,66,28,5,5,5,0,0,5,"PBBS",0,0,0,0,TRUE,TRUE
71,66,28,7,7,6,1,0,6,"PBBS",0,0,0,1,FALSE,TRUE
72,66,28,9,6,3,6,3,1,"PBBS",0,0,0,5,FALSE,FALSE
73,63,28,1,1,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
75,63,28,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
76,66,28,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,FALSE
77,63,28,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
78,66,28,1,0,1,0,1,0,"PBBS",0,0,0,0,TRUE,FALSE
79,63,28,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,TRUE
81,63,28,5,5,5,0,0,5,"PBBN",0,1,1,0,FALSE,TRUE
83,63,28,4,4,1,2,0,1,"PBBN",0,2,2,2,FALSE,TRUE
84,63,28,3,2,3,0,1,2,"PBBN",0,1,0,0,TRUE,FALSE
88,63,28,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,28,4,4,0,4,0,0,"PBBN",0,0,0,4,TRUE,TRUE
94,63,28,3,3,2,1,0,2,"PBBN",0,0,0,1,TRUE,FALSE
100,69,28,1,1,0,1,0,0,"PBQS",0,0,0,1,TRUE,FALSE
101,69,28,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
102,69,28,3,2,3,0,1,2,"PBQS",0,0,0,0,FALSE,TRUE
103,69,28,4,4,4,0,0,4,"PBQS",0,2,2,0,FALSE,TRUE
104,72,28,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,TRUE
105,69,28,5,5,4,1,0,4,"PBQS",0,1,1,1,FALSE,TRUE
106,69,28,3,2,3,0,1,2,"PBQS",0,1,0,0,FALSE,TRUE
107,69,28,1,1,1,0,0,1,"PBQS",0,1,1,0,FALSE,FALSE
108,72,28,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,28,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
110,72,28,1,1,0,1,0,0,"PBQN",0,1,1,1,FALSE,TRUE
111,72,28,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
112,72,28,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,28,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
114,72,28,2,2,0,2,0,0,"PBQN",0,1,1,2,TRUE,TRUE
115,72,28,7,6,6,1,0,5,"PBQN",0,6,0,1,FALSE,TRUE
120,48,28,6,5,4,2,0,3,"PBSI",0,1,1,2,TRUE,FALSE
121,48,28,7,3,6,1,1,3,"PBSI",0,0,0,0,TRUE,FALSE
122,48,28,4,4,1,3,0,1,"PBSI",0,0,0,3,TRUE,FALSE
123,48,28,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
1,56,81,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,FALSE
5,56,81,2,1,1,1,1,0,"PBMS",1,0,0,1,FALSE,FALSE
6,56,81,1,1,1,0,0,1,"PBMS",1,0,0,0,TRUE,TRUE
7,56,81,3,2,2,1,1,1,"PBMS",1,0,0,1,FALSE,FALSE
9,56,81,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,TRUE
10,56,81,2,1,1,1,1,1,"PBMS",1,0,0,0,TRUE,FALSE
13,56,81,8,7,4,4,1,3,"PBMS",1,0,0,4,TRUE,TRUE
14,56,81,1,1,1,0,0,1,"PBMS",1,0,0,0,TRUE,TRUE
17,56,81,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,FALSE
18,56,81,4,4,1,3,0,1,"PBMS",1,2,2,3,TRUE,TRUE
19,62,81,3,3,2,1,0,2,"PBMN",1,0,0,1,TRUE,TRUE
20,62,81,2,2,1,1,0,1,"PBMN",1,0,0,1,TRUE,FALSE
22,62,81,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
23,62,81,2,2,1,1,0,1,"PBMN",1,0,0,1,FALSE,FALSE
24,62,81,3,2,1,2,1,1,"PBMN",1,2,0,1,TRUE,FALSE
25,62,81,9,8,9,0,1,8,"PBMN",1,3,0,0,FALSE,FALSE
26,62,81,0,0,0,0,0,0,"PBMN",1,0,0,0,TRUE,FALSE
28,62,81,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
30,62,81,3,3,2,1,0,2,"PBMN",1,0,0,1,FALSE,FALSE
32,62,81,1,1,1,0,0,1,"PBMN",1,0,0,0,FALSE,FALSE
33,62,81,3,3,2,1,0,2,"PBMN",1,1,1,1,FALSE,FALSE
34,62,81,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
40,51,81,5,5,3,2,0,3,"PBBX",1,0,0,2,FALSE,TRUE
41,51,81,2,2,1,0,0,1,"PBBX",1,0,0,0,FALSE,FALSE
42,51,81,1,1,1,0,0,1,"PBBX",1,0,0,0,FALSE,FALSE
43,51,81,8,8,3,5,0,3,"PBBX",1,0,0,5,FALSE,TRUE
44,51,81,3,3,2,1,0,2,"PBBX",1,0,0,1,FALSE,TRUE
45,51,81,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
46,51,81,4,3,3,1,0,2,"PBBX",1,0,0,1,FALSE,TRUE
47,51,81,1,1,0,1,0,0,"PBBX",1,0,0,1,FALSE,TRUE
48,51,81,5,5,5,0,0,5,"PBBX",1,1,1,0,FALSE,TRUE
49,51,81,4,4,0,4,0,0,"PBBX",1,0,0,4,FALSE,FALSE
50,51,81,0,0,0,0,0,0,"PBBX",1,0,0,0,TRUE,FALSE
52,51,81,2,2,2,0,0,2,"PBBX",1,1,1,0,FALSE,TRUE
60,66,81,6,6,2,4,0,2,"PBBS",1,1,1,4,TRUE,FALSE
61,66,81,3,0,2,1,3,0,"PBBS",1,0,0,0,TRUE,TRUE
62,66,81,5,3,3,2,1,2,"PBBS",1,0,0,1,TRUE,FALSE
63,66,81,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,FALSE
66,66,81,1,0,1,0,1,0,"PBBS",1,0,0,0,TRUE,FALSE
67,66,81,3,3,3,0,0,3,"PBBS",1,3,3,0,FALSE,TRUE
68,66,81,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
69,66,81,0,0,0,0,0,0,"PBBS",1,0,0,0,FALSE,FALSE
70,66,81,3,3,1,2,0,1,"PBBS",1,0,0,2,TRUE,TRUE
71,66,81,1,1,1,0,0,1,"PBBS",1,1,1,0,FALSE,TRUE
72,66,81,5,5,4,1,0,4,"PBBS",1,1,1,1,FALSE,FALSE
73,63,81,1,1,1,0,0,1,"PBBN",1,1,1,0,FALSE,TRUE
75,63,81,5,5,4,1,0,4,"PBBN",1,1,1,1,FALSE,TRUE
76,66,81,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,FALSE
77,63,81,2,2,1,1,0,1,"PBBN",1,1,1,1,FALSE,TRUE
78,66,81,1,1,0,1,0,0,"PBBS",1,0,0,1,TRUE,FALSE
79,63,81,5,5,3,1,0,3,"PBBN",1,0,0,1,TRUE,TRUE
81,63,81,4,4,3,1,0,3,"PBBN",1,0,0,1,FALSE,TRUE
83,63,81,9,8,9,0,1,8,"PBBN",1,2,1,0,FALSE,TRUE
84,63,81,2,2,2,0,0,2,"PBBN",1,2,2,0,TRUE,FALSE
88,63,81,0,0,0,0,0,0,"PBBN",1,0,0,0,TRUE,FALSE
90,63,81,3,2,3,0,1,2,"PBBN",1,0,0,0,TRUE,TRUE
94,63,81,2,1,2,0,1,1,"PBBN",1,1,1,0,TRUE,FALSE
100,69,81,5,3,2,3,2,1,"PBQS",1,0,0,2,TRUE,FALSE
101,69,81,1,1,1,0,0,1,"PBQS",1,1,1,0,FALSE,FALSE
102,69,81,3,3,1,2,0,1,"PBQS",1,1,1,2,FALSE,TRUE
103,69,81,1,1,1,0,0,1,"PBQS",1,0,0,0,FALSE,TRUE
104,72,81,0,0,0,0,0,0,"PBQN",1,0,0,0,TRUE,TRUE
105,69,81,7,7,5,0,0,5,"PBQS",1,0,0,0,FALSE,TRUE
106,69,81,2,2,2,0,0,2,"PBQS",1,2,2,0,FALSE,TRUE
107,69,81,1,0,1,0,1,0,"PBQS",1,0,0,0,FALSE,FALSE
108,72,81,0,0,0,0,0,0,"PBQN",1,0,0,0,FALSE,FALSE
109,72,81,5,4,3,2,1,3,"PBQN",1,2,2,1,FALSE,TRUE
110,72,81,2,2,1,1,0,1,"PBQN",1,1,1,1,FALSE,TRUE
111,72,81,3,1,1,2,2,1,"PBQN",1,0,0,0,TRUE,FALSE
112,72,81,0,0,0,0,0,0,"PBQN",1,0,0,0,TRUE,FALSE
113,69,81,3,3,3,0,0,3,"PBQS",1,0,0,0,FALSE,TRUE
114,72,81,7,6,1,6,1,1,"PBQN",1,1,1,5,TRUE,TRUE
115,72,81,5,5,4,0,0,4,"PBQN",1,0,0,0,FALSE,TRUE
120,48,81,2,2,1,0,0,1,"PBSI",1,0,0,0,TRUE,FALSE
121,48,81,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
122,48,81,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
123,48,81,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
1,56,29,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,29,2,2,0,2,0,0,"PBMS",0,0,0,2,FALSE,FALSE
6,56,29,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,29,0,0,0,0,0,0,"PBMS",0,0,0,0,FALSE,FALSE
9,56,29,2,1,1,1,1,0,"PBMS",0,0,0,1,TRUE,TRUE
10,56,29,2,2,2,0,0,2,"PBMS",0,2,0,0,TRUE,FALSE
13,56,29,5,5,2,2,0,2,"PBMS",0,0,0,2,TRUE,TRUE
14,56,29,4,4,4,0,0,4,"PBMS",0,3,1,0,TRUE,TRUE
17,56,29,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
18,56,29,1,1,0,1,0,0,"PBMS",0,1,1,1,TRUE,TRUE
19,62,29,3,2,2,1,1,1,"PBMN",0,0,0,1,TRUE,TRUE
20,62,29,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,29,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,29,5,5,3,2,0,3,"PBMN",0,0,0,2,FALSE,FALSE
24,62,29,2,2,2,0,0,2,"PBMN",0,1,1,0,TRUE,FALSE
25,62,29,4,3,3,1,1,2,"PBMN",0,0,0,1,FALSE,FALSE
26,62,29,4,4,2,2,0,2,"PBMN",0,2,0,2,TRUE,FALSE
28,62,29,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
30,62,29,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
32,62,29,2,2,0,2,0,0,"PBMN",0,0,0,2,FALSE,FALSE
33,62,29,1,1,1,0,0,1,"PBMN",0,1,1,0,FALSE,FALSE
34,62,29,1,1,1,0,0,1,"PBMN",0,1,1,0,FALSE,FALSE
40,51,29,4,4,3,1,0,3,"PBBX",0,1,1,1,FALSE,TRUE
41,51,29,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,FALSE
42,51,29,9,9,4,5,0,4,"PBBX",0,0,0,5,FALSE,FALSE
43,51,29,4,4,2,2,0,2,"PBBX",0,1,1,2,FALSE,TRUE
44,51,29,11,11,10,1,0,10,"PBBX",0,4,0,1,FALSE,TRUE
45,51,29,19,19,19,0,0,19,"PBBX",0,0,0,0,FALSE,FALSE
46,51,29,8,8,7,1,0,7,"PBBX",0,3,0,1,FALSE,TRUE
47,51,29,2,2,2,0,0,2,"PBBX",0,0,0,0,FALSE,TRUE
48,51,29,7,7,6,1,0,6,"PBBX",0,2,0,1,FALSE,TRUE
49,51,29,2,0,1,1,2,0,"PBBX",0,1,0,0,FALSE,FALSE
50,51,29,1,1,1,0,0,1,"PBBX",0,0,0,0,TRUE,FALSE
52,51,29,4,4,4,0,0,4,"PBBX",0,3,0,0,FALSE,TRUE
60,66,29,11,5,9,2,6,5,"PBBS",0,1,0,0,TRUE,FALSE
61,66,29,3,3,1,2,0,1,"PBBS",0,0,0,2,TRUE,TRUE
62,66,29,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
63,66,29,1,0,1,0,1,0,"PBBS",0,0,0,0,TRUE,FALSE
66,66,29,1,1,0,1,0,0,"PBBS",0,0,0,1,TRUE,FALSE
67,66,29,5,5,5,0,0,5,"PBBS",0,3,0,0,FALSE,TRUE
68,66,29,1,1,0,1,0,0,"PBBS",0,0,0,1,TRUE,FALSE
69,66,29,0,0,0,0,0,0,"PBBS",0,0,0,0,FALSE,FALSE
70,66,29,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,TRUE
71,66,29,8,8,7,1,0,7,"PBBS",0,0,0,1,FALSE,TRUE
72,66,29,4,3,3,1,1,3,"PBBS",0,0,0,0,FALSE,FALSE
73,63,29,6,6,4,1,0,4,"PBBN",0,4,2,1,FALSE,TRUE
75,63,29,3,3,3,0,0,3,"PBBN",0,0,0,0,FALSE,TRUE
76,66,29,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
77,63,29,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
78,66,29,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,FALSE
79,63,29,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,TRUE
81,63,29,5,5,4,1,0,4,"PBBN",0,2,0,1,FALSE,TRUE
83,63,29,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
84,63,29,1,1,0,1,0,0,"PBBN",0,0,0,1,TRUE,FALSE
88,63,29,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,29,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,TRUE
94,63,29,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,FALSE
100,69,29,4,4,2,2,0,2,"PBQS",0,2,0,2,TRUE,FALSE
101,69,29,3,3,2,1,0,2,"PBQS",0,0,0,1,FALSE,FALSE
102,69,29,2,2,2,0,0,2,"PBQS",0,2,0,0,FALSE,TRUE
103,69,29,8,7,7,1,1,7,"PBQS",0,0,0,0,FALSE,TRUE
104,72,29,1,1,1,0,0,1,"PBQN",0,0,0,0,TRUE,TRUE
105,69,29,9,9,9,0,0,9,"PBQS",0,0,0,0,FALSE,TRUE
106,69,29,5,5,4,1,0,4,"PBQS",0,0,0,1,FALSE,TRUE
107,69,29,1,1,0,1,0,0,"PBQS",0,1,1,1,FALSE,FALSE
108,72,29,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,29,1,1,1,0,0,1,"PBQN",0,0,0,0,FALSE,TRUE
110,72,29,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
111,72,29,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
112,72,29,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,29,4,4,1,3,0,1,"PBQS",0,1,1,3,FALSE,TRUE
114,72,29,7,6,4,3,0,3,"PBQN",0,0,0,3,TRUE,TRUE
115,72,29,8,7,5,3,0,4,"PBQN",0,3,1,3,FALSE,TRUE
120,48,29,1,1,1,0,0,1,"PBSI",0,0,0,0,TRUE,FALSE
121,48,29,1,0,1,0,1,0,"PBSI",0,0,0,0,TRUE,FALSE
122,48,29,4,3,1,3,1,1,"PBSI",0,4,1,2,TRUE,FALSE
123,48,29,1,0,1,0,1,0,"PBSI",0,0,0,0,TRUE,FALSE
1,56,82,1,0,1,0,1,0,"PBMS",1,0,0,0,TRUE,FALSE
5,56,82,2,1,1,1,1,1,"PBMS",1,0,0,0,FALSE,FALSE
6,56,82,3,3,2,1,0,2,"PBMS",1,0,0,1,TRUE,TRUE
7,56,82,1,1,1,0,0,1,"PBMS",1,0,0,0,FALSE,FALSE
9,56,82,2,2,1,1,0,1,"PBMS",1,0,0,1,TRUE,TRUE
10,56,82,2,2,0,2,0,0,"PBMS",1,0,0,2,TRUE,FALSE
13,56,82,4,2,2,1,2,2,"PBMS",1,1,0,0,TRUE,TRUE
14,56,82,2,1,2,0,1,1,"PBMS",1,0,0,0,TRUE,TRUE
17,56,82,2,1,1,1,1,1,"PBMS",1,0,0,0,TRUE,FALSE
18,56,82,4,2,4,0,2,2,"PBMS",1,2,0,0,TRUE,TRUE
19,62,82,5,5,3,2,0,3,"PBMN",1,0,0,2,TRUE,TRUE
20,62,82,5,5,2,3,0,2,"PBMN",1,0,0,3,TRUE,FALSE
22,62,82,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
23,62,82,8,7,6,1,1,6,"PBMN",1,1,1,1,FALSE,FALSE
24,62,82,7,7,4,3,0,4,"PBMN",1,2,0,3,TRUE,FALSE
25,62,82,4,4,4,0,0,4,"PBMN",1,1,1,0,FALSE,FALSE
26,62,82,0,0,0,0,0,0,"PBMN",1,0,0,0,TRUE,FALSE
28,62,82,1,1,1,0,0,1,"PBMN",1,1,1,0,FALSE,FALSE
30,62,82,3,3,3,0,0,3,"PBMN",1,1,1,0,FALSE,FALSE
32,62,82,2,2,1,1,0,1,"PBMN",1,2,2,1,FALSE,FALSE
33,62,82,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
34,62,82,3,3,2,1,0,2,"PBMN",1,1,1,1,FALSE,FALSE
40,51,82,7,7,7,0,0,7,"PBBX",1,1,1,0,FALSE,TRUE
41,51,82,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
42,51,82,4,4,2,2,0,2,"PBBX",1,0,0,2,FALSE,FALSE
43,51,82,7,7,4,1,0,4,"PBBX",1,2,2,1,FALSE,TRUE
44,51,82,7,7,6,1,0,6,"PBBX",1,0,0,1,FALSE,TRUE
45,51,82,2,2,2,0,0,2,"PBBX",1,0,0,0,FALSE,FALSE
46,51,82,3,3,2,1,0,2,"PBBX",1,0,0,1,FALSE,TRUE
47,51,82,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,TRUE
48,51,82,3,3,2,1,0,2,"PBBX",1,0,0,1,FALSE,TRUE
49,51,82,2,2,0,2,0,0,"PBBX",1,0,0,2,FALSE,FALSE
50,51,82,1,1,1,0,0,1,"PBBX",1,1,1,0,TRUE,FALSE
52,51,82,4,4,4,0,0,4,"PBBX",1,3,1,0,FALSE,TRUE
60,66,82,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
61,66,82,2,1,0,1,1,0,"PBBS",1,0,0,1,TRUE,TRUE
62,66,82,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
63,66,82,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,FALSE
66,66,82,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
67,66,82,1,1,1,0,0,1,"PBBS",1,1,1,0,FALSE,TRUE
68,66,82,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,FALSE
69,66,82,5,5,5,0,0,5,"PBBS",1,0,0,0,FALSE,FALSE
70,66,82,1,1,1,0,0,1,"PBBS",1,1,1,0,TRUE,TRUE
71,66,82,6,6,6,0,0,6,"PBBS",1,1,1,0,FALSE,TRUE
72,66,82,1,1,0,1,0,0,"PBBS",1,0,0,1,FALSE,FALSE
73,63,82,0,0,0,0,0,0,"PBBN",1,0,0,0,FALSE,TRUE
75,63,82,9,8,7,2,1,6,"PBBN",1,2,2,2,FALSE,TRUE
76,66,82,2,2,2,0,0,2,"PBBS",1,0,0,0,TRUE,FALSE
77,63,82,3,3,2,1,0,2,"PBBN",1,0,0,1,FALSE,TRUE
78,66,82,5,5,1,4,0,1,"PBBS",1,1,1,4,TRUE,FALSE
79,63,82,8,8,8,0,0,8,"PBBN",1,1,1,0,TRUE,TRUE
81,63,82,5,5,5,0,0,5,"PBBN",1,0,0,0,FALSE,TRUE
83,63,82,5,5,4,1,0,4,"PBBN",1,2,2,1,FALSE,TRUE
84,63,82,1,1,1,0,0,1,"PBBN",1,0,0,0,TRUE,FALSE
88,63,82,2,2,2,0,0,2,"PBBN",1,0,0,0,TRUE,FALSE
90,63,82,2,2,2,0,0,2,"PBBN",1,2,2,0,TRUE,TRUE
94,63,82,1,0,1,0,1,0,"PBBN",1,1,0,0,TRUE,FALSE
100,69,82,0,0,0,0,0,0,"PBQS",1,0,0,0,TRUE,FALSE
101,69,82,0,0,0,0,0,0,"PBQS",1,0,0,0,FALSE,FALSE
102,69,82,8,8,5,1,0,5,"PBQS",1,0,0,1,FALSE,TRUE
103,69,82,1,1,0,0,0,0,"PBQS",1,1,1,0,FALSE,TRUE
104,72,82,0,0,0,0,0,0,"PBQN",1,0,0,0,TRUE,TRUE
105,69,82,2,2,2,0,0,2,"PBQS",1,0,0,0,FALSE,TRUE
106,69,82,1,1,0,1,0,0,"PBQS",1,0,0,1,FALSE,TRUE
107,69,82,0,0,0,0,0,0,"PBQS",1,0,0,0,FALSE,FALSE
108,72,82,1,0,0,1,1,0,"PBQN",1,0,0,0,FALSE,FALSE
109,72,82,5,5,4,1,0,4,"PBQN",1,0,0,1,FALSE,TRUE
110,72,82,9,9,2,7,0,2,"PBQN",1,0,0,7,FALSE,TRUE
111,72,82,1,1,0,1,0,0,"PBQN",1,0,0,1,TRUE,FALSE
112,72,82,7,6,6,0,1,5,"PBQN",1,1,1,0,TRUE,FALSE
113,69,82,3,3,2,1,0,2,"PBQS",1,3,1,1,FALSE,TRUE
114,72,82,6,6,3,3,0,3,"PBQN",1,2,0,3,TRUE,TRUE
115,72,82,9,7,6,3,2,4,"PBQN",1,5,1,3,FALSE,TRUE
120,48,82,1,1,0,1,0,0,"PBSI",1,0,0,1,TRUE,FALSE
121,48,82,1,0,1,0,1,0,"PBSI",1,1,0,0,TRUE,FALSE
122,48,82,2,1,0,2,1,0,"PBSI",1,1,1,1,TRUE,FALSE
123,48,82,2,1,2,0,1,1,"PBSI",1,0,0,0,TRUE,FALSE
1,56,30,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,FALSE
5,56,30,10,9,8,2,1,7,"PBMS",0,1,1,2,FALSE,FALSE
6,56,30,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,30,3,3,2,1,0,2,"PBMS",0,1,1,1,FALSE,FALSE
9,56,30,3,3,1,2,0,1,"PBMS",0,0,0,2,TRUE,TRUE
10,56,30,1,1,1,0,0,1,"PBMS",0,1,1,0,TRUE,FALSE
13,56,30,3,3,0,3,0,0,"PBMS",0,0,0,3,TRUE,TRUE
14,56,30,2,1,2,0,0,1,"PBMS",0,1,1,0,TRUE,TRUE
17,56,30,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
18,56,30,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
19,62,30,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,TRUE
20,62,30,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,30,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,30,3,3,0,3,0,0,"PBMN",0,0,0,3,FALSE,FALSE
24,62,30,2,2,1,1,0,1,"PBMN",0,0,0,1,TRUE,FALSE
25,62,30,3,3,0,3,0,0,"PBMN",0,0,0,3,FALSE,FALSE
26,62,30,2,2,1,1,0,1,"PBMN",0,1,1,1,TRUE,FALSE
28,62,30,4,3,4,0,0,3,"PBMN",0,1,0,0,FALSE,FALSE
30,62,30,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
32,62,30,1,1,0,1,0,0,"PBMN",0,0,0,1,FALSE,FALSE
33,62,30,6,4,5,1,2,3,"PBMN",0,0,0,1,FALSE,FALSE
34,62,30,10,10,8,2,0,8,"PBMN",0,0,0,2,FALSE,FALSE
